Name,LSFormula,RT,Calc Mass,Class,FA,FA Group Key,MainIon,,,
TG(16:0_14:0_14:0) +NH4,C47 H90 O6,20.669,750.6737,TG,16:0_14:0_14:0,44:00:00,0,,,
TG(18:0_11:1_16:0) +NH4,C48 H90 O6,20.676,762.6737,TG,18:0_11:1_16:0,45:01:00,0,,,
TG(13:0_23:1_23:1) +NH4,C62 H116 O6,20.68,956.8772,TG,13:0_23:1_23:1,59:02:00,#REF!,,,
TG(16:0_17:1_18:3) +NH4,C54 H96 O6,20.681,840.7207,TG,16:0_17:1_18:3,51:04:00,#REF!,,,
TG(16:0_12:0_18:3),C49 H88 O6,20.691,772.6581,TG,16:0_12:0_18:3,46:03:00,#NAME?,,,
TG(16:0_17:1_18:1) +NH4,C54 H100 O6,20.708,844.752,TG,16:0_17:1_18:1,51:02:00,0,,,
TG(16:1_16:1_18:1) +NH4,C53 H96 O6,20.731,828.7207,TG,16:1_16:1_18:1,50:03:00,0,,,
TG(16:0_16:1_16:1),C51 H94 O6,20.772,802.705,TG,16:0_16:1_16:1,48:02:00,#NAME?,,,
TG(18:4_16:0_16:1),C53 H92 O6,20.772,824.6894,TG,18:4_16:0_16:1,50:05:00,#NAME?,,,
TG(18:1_18:1_18:3) +NH4,C57 H100 O6,20.781,880.752,TG,18:1_18:1_18:3,54:05:00,#REF!,,,
TG(18:0_19:0_20:5) +NH4,C60 H106 O6,20.787,922.7989,TG,18:0_19:0_20:5,57:05:00,#REF!,,,
TG(16:0_14:0_16:1),C49 H92 O6,20.796,776.6894,TG,16:0_14:0_16:1,46:01:00,#NAME?,,,
TG(18:1_18:1_18:2) +NH4,C57 H102 O6,20.796,882.7676,TG,18:1_18:1_18:2,54:04:00,#REF!,,,
TG(16:0_12:0_16:0) +NH4,C47 H90 O6,20.797,750.6737,TG,16:0_12:0_16:0,44:00:00,0,,,
TG(20:2e_11:3_18:2),C52 H88 O5,20.799,792.6632,TG,20:2e_11:3_18:2,49:7e,#NAME?,,,
TG(16:0_18:2_20:5),C57 H96 O6,20.801,876.7207,TG,16:0_18:2_20:5,54:07:00,#NAME?,,,
DG(12:0e_22:3),C37 H68 O4,20.804,576.5118,DG,12:0e_22:3,34:3e,#NAME?,,,
TG(19:1_15:0_18:2) +NH4,C55 H100 O6,20.806,856.752,TG,19:1_15:0_18:2,52:03:00,#REF!,,,
TG(16:0_18:2_18:2) +NH4,C55 H98 O6,20.808,854.7363,TG,16:0_18:2_18:2,52:04:00,#REF!,,,
TG(26:1_11:4_19:0) +NH4,C59 H104 O6,20.809,908.7833,TG,26:1_11:4_19:0,56:05:00,#REF!,,,
TG(18:1_17:1_18:3) +NH4,C56 H98 O6,20.814,866.7363,TG,18:1_17:1_18:3,53:05:00,#REF!,,,
TG(19:0_18:1_18:3) +NH4,C58 H104 O6,20.829,896.7833,TG,19:0_18:1_18:3,55:04:00,#REF!,,,
TG(15:0_16:0_16:1) +NH4,C50 H94 O6,20.838,790.705,TG,15:0_16:0_16:1,47:01:00,0,,,
TG(16:0_16:0_18:3) +NH4,C53 H96 O6,20.839,828.7207,TG,16:0_16:0_18:3,50:03:00,0,,,
TG(20:1_18:2_18:3) +NH4,C59 H102 O6,20.852,906.7676,TG,20:1_18:2_18:3,56:06:00,#REF!,,,
TG(15:0_14:0_16:0) +NH4,C48 H92 O6,20.867,764.6894,TG,15:0_14:0_16:0,45:00:00,0,,,
TG(18:1_18:1_18:3) +NH4,C57 H100 O6,20.898,880.752,TG,18:1_18:1_18:3,54:05:00,#REF!,,,
TG(16:1e_18:4_20:4),C57 H94 O5,20.909,858.7101,TG,16:1e_18:4_20:4,54:9e,#NAME?,,,
TG(16:0_16:1_17:1) +NH4,C52 H96 O6,20.917,816.7207,TG,16:0_16:1_17:1,49:02:00,0,,,
TG(18:3e_18:4_18:4),C57 H90 O5,20.918,854.6788,TG,18:3e_18:4_18:4,54:11e,#NAME?,,,
TG(18:3e_16:1_18:4),C55 H92 O5,20.926,832.6945,TG,18:3e_16:1_18:4,52:8e,#NAME?,,,
TG(16:1_17:1_18:1) +NH4,C54 H98 O6,20.935,842.7363,TG,16:1_17:1_18:1,51:03:00,0,,,
TG(18:0e_11:1_18:2) +NH4,C50 H92 O5,20.937,772.6945,TG,18:0e_11:1_18:2,47:3e,0,,,
TG(16:0_16:1_17:0) +NH4,C52 H98 O6,20.941,818.7363,TG,16:0_16:1_17:0,49:01:00,0,,,
TG(18:4_16:0_17:1),C54 H94 O6,20.943,838.705,TG,18:4_16:0_17:1,51:05:00,#NAME?,,,
TG(20:0_11:1_18:2) +NH4,C52 H94 O6,20.951,814.705,TG,20:0_11:1_18:2,49:03:00,0,,,
TG(18:1_17:1_18:2) +NH4,C56 H100 O6,20.962,868.752,TG,18:1_17:1_18:2,53:04:00,#REF!,,,
TG(16:0_14:0_16:0) +NH4,C49 H94 O6,20.965,778.705,TG,16:0_14:0_16:0,46:00:00,0,,,
TG(19:1_18:1_18:3) +NH4,C58 H102 O6,20.976,894.7676,TG,19:1_18:1_18:3,55:05:00,#REF!,,,
TG(19:1_18:1_18:1) +NH4,C58 H106 O6,20.989,898.7989,TG,19:1_18:1_18:1,55:03:00,#REF!,,,
TG(20:4e_15:0_18:4),C56 H94 O5,20.996,846.7101,TG,20:4e_15:0_18:4,53:8e,#NAME?,,,
TG(16:0_16:0_20:2) +NH4,C55 H102 O6,20.999,858.7676,TG,16:0_16:0_20:2,52:02:00,0,,,
TG(16:1_18:1_18:1) +NH4,C55 H100 O6,21.004,856.752,TG,16:1_18:1_18:1,52:03:00,0,,,
TG(16:0_16:0_20:5),C55 H96 O6,21.006,852.7207,TG,16:0_16:0_20:5,52:05:00,#NAME?,,,
TG(17:0_18:1_18:1) +NH4,C56 H104 O6,21.012,872.7833,TG,17:0_18:1_18:1,53:02:00,#REF!,,,
TG(20:0_16:1_18:2) +NH4,C57 H104 O6,21.022,884.7833,TG,20:0_16:1_18:2,54:03:00,#REF!,,,
TG(16:0_16:1_18:1) +NH4,C53 H98 O6,21.025,830.7363,TG,16:0_16:1_18:1,50:02:00,0,,,
TG(18:1_18:1_18:2) +NH4,C57 H102 O6,21.077,882.7676,TG,18:1_18:1_18:2,54:04:00,#REF!,,,
TG(16:0_16:0_16:1) +NH4,C51 H96 O6,21.081,804.7207,TG,16:0_16:0_16:1,48:01:00,0,,,
TG(16:0_16:0_16:1) +NH4,C51 H96 O6,21.083,804.7207,TG,16:0_16:0_16:1,48:01:00,0,,,
TG(18:1_14:0_17:1) +NH4,C52 H96 O6,21.102,816.7207,TG,18:1_14:0_17:1,49:02:00,0,,,
TG(16:0_14:0_16:0) +NH4,C49 H94 O6,21.108,778.705,TG,16:0_14:0_16:0,46:00:00,0,,,
TG(16:1_18:1_18:1) +NH4,C55 H100 O6,21.112,856.752,TG,16:1_18:1_18:1,52:03:00,0,,,
TG(18:1_18:2_18:3),C57 H98 O6,21.139,878.7363,TG,18:1_18:2_18:3,54:06:00,#NAME?,,,
TG(16:0_16:1_18:1) +NH4,C53 H98 O6,21.154,830.7363,TG,16:0_16:1_18:1,50:02:00,0,,,
TG(18:4_16:0_16:0),C53 H94 O6,21.168,826.705,TG,18:4_16:0_16:0,50:04:00,#NAME?,,,
TG(16:1_18:2_18:2),C55 H96 O6,21.179,852.7207,TG,16:1_18:2_18:2,52:05:00,#NAME?,,,
TG(20:1_18:1_18:3) +NH4,C59 H104 O6,21.18,908.7833,TG,20:1_18:1_18:3,56:05:00,#REF!,,,
TG(12:0e_18:3_21:0),C54 H100 O5,21.196,828.7571,TG,12:0e_18:3_21:0,51:3e,#NAME?,,,
TG(18:1_18:1_18:2) +NH4,C57 H102 O6,21.201,882.7676,TG,18:1_18:1_18:2,54:04:00,#REF!,,,
TG(16:0_14:0_16:0) +NH4,C49 H94 O6,21.215,778.705,TG,16:0_14:0_16:0,46:00:00,0,,,
TG(18:1_18:2_20:4)+NH4,C59 H100 O6,21.218,904.752,TG,18:1_18:2_20:4,56:07:00,#NAME?,,,
TG(16:0_18:1_18:2),C55 H100 O6,21.226,856.752,TG,16:0_18:1_18:2,52:03:00,#NAME?,,,
TG(20:5_11:2_22:6),C56 H82 O6,21.246,850.6111,TG,20:5_11:2_22:6,53:13:00,#NAME?,,,
TG(16:0_16:1_17:0) +NH4,C52 H98 O6,21.249,818.7363,TG,16:0_16:1_17:0,49:01:00,0,,,
TG(19:0_18:1_18:2) +NH4,C58 H106 O6,21.257,898.7989,TG,19:0_18:1_18:2,55:03:00,#REF!,,,
TG(15:0_16:0_16:0) +NH4,C50 H96 O6,21.27,792.7207,TG,15:0_16:0_16:0,47:00:00,0,,,
TG(16:1e_16:0_16:1) +NH4,C51 H96 O5,21.272,788.7258,TG,16:1e_16:0_16:1,48:2e,0,,,
TG(18:2e_16:0_16:1) +NH4,C53 H98 O5,21.272,814.7414,TG,18:2e_16:0_16:1,50:3e,0,,,
TG(16:1_18:1_19:0) +NH4,C56 H104 O6,21.272,872.7833,TG,16:1_18:1_19:0,53:02:00,0,,,
TG(16:0_16:0_18:1) +NH4,C53 H100 O6,21.278,832.752,TG,16:0_16:0_18:1,50:01:00,0,,,
TG(16:0_17:1_18:1) +NH4,C54 H100 O6,21.278,844.752,TG,16:0_17:1_18:1,51:02:00,0,,,
TG(18:1_17:1_18:1) +NH4,C56 H102 O6,21.278,870.7676,TG,18:1_17:1_18:1,53:03:00,0,,,
TG(16:0_18:1_18:3) +NH4,C55 H98 O6,21.28,854.7363,TG,16:0_18:1_18:3,52:04:00,0,,,
TG(20:0_18:2_18:3) +NH4,C59 H104 O6,21.282,908.7833,TG,20:0_18:2_18:3,56:05:00,#REF!,,,
TG(16:0_17:0_18:1) +NH4,C54 H102 O6,21.285,846.7676,TG,16:0_17:0_18:1,51:01:00,0,,,
TG(16:0e_14:0_16:1) +NH4,C49 H94 O5,21.291,762.7101,TG,16:0e_14:0_16:1,46:1e,0,,,
TG(18:0e_18:2_18:3) +NH4,C57 H102 O5,21.303,866.7727,TG,18:0e_18:2_18:3,54:5e,#REF!,,,
TG(19:1_18:1_18:2) +NH4,C58 H104 O6,21.306,896.7833,TG,19:1_18:1_18:2,55:04:00,#REF!,,,
TG(18:1_18:1_21:1) +NH4,C60 H110 O6,21.319,926.8302,TG,18:1_18:1_21:1,57:03:00,#REF!,,,
TG(19:0_18:3_19:0) +NH4,C59 H108 O6,21.325,912.8146,TG,19:0_18:3_19:0,56:03:00,#REF!,,,
TG(20:1_18:1_18:2) +NH4,C59 H106 O6,21.335,910.7989,TG,20:1_18:1_18:2,56:04:00,#REF!,,,
TG(18:1_18:1_18:1) +NH4,C57 H104 O6,21.336,884.7833,TG,18:1_18:1_18:1,54:03:00,#REF!,,,
TG(18:0_18:0_18:2) +NH4,C57 H106 O6,21.338,886.7989,TG,18:0_18:0_18:2,54:02:00,#REF!,,,
TG(19:0_18:1_18:1) +NH4,C58 H108 O6,21.34,900.8146,TG,19:0_18:1_18:1,55:02:00,#REF!,,,
TG(18:3_12:2_23:1) +NH4,C56 H96 O6,21.345,864.7207,TG,18:3_12:2_23:1,53:06:00,0,,,
TG(16:0_18:1_18:1) +NH4,C55 H102 O6,21.353,858.7676,TG,16:0_18:1_18:1,52:02:00,0,,,
TG(16:0_16:0_18:1) +NH4,C53 H100 O6,21.416,832.752,TG,16:0_16:0_18:1,50:01:00,0,,,
TG(16:0_17:1_18:1) +NH4,C54 H100 O6,21.438,844.752,TG,16:0_17:1_18:1,51:02:00,0,,,
TG(18:1_18:1_18:1) +NH4,C57 H104 O6,21.451,884.7833,TG,18:1_18:1_18:1,54:03:00,#REF!,,,
TG(16:0_16:0_16:0) +NH4,C51 H98 O6,21.452,806.7363,TG,16:0_16:0_16:0,48:00:00,0,,,
TG(18:0e_18:2_18:3) +NH4,C57 H102 O5,21.459,866.7727,TG,18:0e_18:2_18:3,54:5e,#REF!,,,
TG(14:1e_17:1_19:1) +NH4,C53 H98 O5,21.465,814.7414,TG,14:1e_17:1_19:1,50:3e,0,,,
TG(12:1e_17:1_19:0) +NH4,C51 H96 O5,21.47,788.7258,TG,12:1e_17:1_19:0,48:2e,0,,,
TG(16:0_18:1_18:1) +NH4,C55 H102 O6,21.485,858.7676,TG,16:0_18:1_18:1,52:02:00,0,,,
TG(16:0_18:1_18:3),C55 H98 O6,21.519,854.7363,TG,16:0_18:1_18:3,52:04:00,#NAME?,,,
TG(16:0_22:6_24:1) +NH4,C65 H112 O6,21.525,988.8459,TG,16:0_22:6_24:1,62:07:00,#REF!,,,
TG(20:0_18:1_18:3) +NH4,C59 H106 O6,21.537,910.7989,TG,20:0_18:1_18:3,56:04:00,#REF!,,,
TG(16:0_17:0_18:1) +NH4,C54 H102 O6,21.538,846.7676,TG,16:0_17:0_18:1,51:01:00,0,,,
TG(16:0_16:0_16:0) +NH4,C51 H98 O6,21.557,806.7363,TG,16:0_16:0_16:0,48:00:00,0,,,
TG(18:3e_17:0_18:4),C56 H96 O5,21.557,848.7258,TG,18:3e_17:0_18:4,53:7e,#NAME?,,,
TG(17:0_18:1_18:1) +NH4,C56 H104 O6,21.568,872.7833,TG,17:0_18:1_18:1,53:02:00,0,,,
TG(16:0_16:0_17:0) +NH4,C52 H100 O6,21.572,820.752,TG,16:0_16:0_17:0,49:00:00,0,,,
TG(19:1_18:1_18:1) +NH4,C58 H106 O6,21.577,898.7989,TG,19:1_18:1_18:1,55:03:00,#REF!,,,
TG(16:0_18:1_19:0) +NH4,C56 H106 O6,21.583,874.7989,TG,16:0_18:1_19:0,53:01:00,0,,,
TG(18:1_18:2_21:0) +NH4,C60 H110 O6,21.585,926.8302,TG,18:1_18:2_21:0,57:03:00,#REF!,,,
TG(16:0_17:0_20:4),C56 H100 O6,21.59,868.752,TG,16:0_17:0_20:4,53:04:00,#NAME?,,,
TG(16:0e_16:1_18:1) +NH4,C53 H100 O5,21.597,816.7571,TG,16:0e_16:1_18:1,50:2e,0,,,
TG(18:1e_16:1_18:1) +NH4,C55 H102 O5,21.602,842.7727,TG,18:1e_16:1_18:1,52:3e,0,,,
TG(16:0e_16:0_16:1) +NH4,C51 H98 O5,21.603,790.7414,TG,16:0e_16:0_16:1,48:1e,0,,,
TG(16:0e_16:0_16:0) +NH4,C51 H100 O5,21.628,792.7571,TG,16:0e_16:0_16:0,48:0e,0,,,
TG(16:2e_19:1_19:1) +NH4,C57 H104 O5,21.639,868.7884,TG,16:2e_19:1_19:1,54:4e,0,,,
TG(16:1_18:1_24:2) +NH4,C61 H110 O6,21.639,938.8302,TG,16:1_18:1_24:2,58:04:00,#REF!,,,
TG(20:1_18:1_18:1) +NH4,C59 H108 O6,21.647,912.8146,TG,20:1_18:1_18:1,56:03:00,#REF!,,,
TG(16:0_18:1_20:1) +NH4,C57 H106 O6,21.654,886.7989,TG,16:0_18:1_20:1,54:02:00,0,,,
TG(18:1_18:1_21:0) +NH4,C60 H112 O6,21.657,928.8459,TG,18:1_18:1_21:0,57:02:00,#REF!,,,
TG(20:0_16:0_18:1) +NH4,C57 H108 O6,21.662,888.8146,TG,20:0_16:0_18:1,54:01:00,0,,,
TG(18:0_18:1_20:1) +NH4,C59 H110 O6,21.667,914.8302,TG,18:0_18:1_20:1,56:02:00,#REF!,,,
TG(18:0_16:0_18:1) +NH4,C55 H104 O6,21.695,860.7833,TG,18:0_16:0_18:1,52:01:00,0,,,
PI(18:0_18:1),C45 H85 O13 N0 P1,21.697,864.5728,PI,18:0_18:1,36:01:00,#NAME?,,,
TG(18:0_18:2_18:2),C57 H102 O6,21.697,882.7676,TG,18:0_18:2_18:2,54:04:00,#NAME?,,,
TG(20:4e_17:0_18:3)+NH4,C58 H100 O5,21.706,876.7571,TG,20:4e_17:0_18:3,55:7e,#NAME?,,,
DG(35:1_16:1) +NH4,C54 H102 O5,21.722,830.7727,DG,35:1_16:1,51:02:00,0,,,
TG(16:1e_17:1_19:1) +NH4,C55 H102 O5,21.726,842.7727,TG,16:1e_17:1_19:1,52:3e,0,,,
TG(18:0_16:0_16:0) +NH4,C53 H102 O6,21.732,834.7676,TG,18:0_16:0_16:0,50:00:00,0,,,
TG(14:1e_17:1_19:0) +NH4,C53 H100 O5,21.744,816.7571,TG,14:1e_17:1_19:0,50:2e,0,,,
TG(18:1_18:3_24:1) +NH4,C63 H112 O6,21.752,964.8459,TG,18:1_18:3_24:1,60:05:00,#REF!,,,
TG(18:1e_16:0_17:1) +NH4,C54 H102 O5,21.755,830.7727,TG,18:1e_16:0_17:1,51:2e,0,,,
TG(16:0_18:1_19:0) +NH4,C56 H106 O6,21.766,874.7989,TG,16:0_18:1_19:0,53:01:00,0,,,
TG(18:0_18:1_18:1),C57 H106 O6,21.769,886.7989,TG,18:0_18:1_18:1,54:02:00,#NAME?,,,
TG(18:0_18:1_20:4)+NH4,C59 H104 O6,21.772,908.7833,TG,18:0_18:1_20:4,56:05:00,#NAME?,,,
TG(22:5_21:1_21:1) +NH4,C67 H116 O6,21.777,1016.8772,TG,22:5_21:1_21:1,64:07:00,#REF!,,,
TG(18:1_18:1_21:0) +NH4,C60 H112 O6,21.778,928.8459,TG,18:1_18:1_21:0,57:02:00,#REF!,,,
TG(16:0_16:0_19:0) +NH4,C54 H104 O6,21.78,848.7833,TG,16:0_16:0_19:0,51:00:00,0,,,
TG(16:0_18:1_21:0) +NH4,C58 H110 O6,21.785,902.8302,TG,16:0_18:1_21:0,55:01:00,0,,,
TG(18:1_18:2_23:1) +NH4,C62 H112 O6,21.786,952.8459,TG,18:1_18:2_23:1,59:04:00,#REF!,,,
TG(18:2e_18:2_19:0) +NH4,C58 H106 O5,21.798,882.804,TG,18:2e_18:2_19:0,55:4e,0,,,
TG(20:2_11:2_22:5),C56 H90 O6,21.799,858.6737,TG,20:2_11:2_22:5,53:09:00,#NAME?,,,
TG(18:1_18:3_22:0) +NH4,C61 H110 O6,21.799,938.8302,TG,18:1_18:3_22:0,58:04:00,#REF!,,,
TG(18:1e_17:1_18:1) +NH4,C56 H104 O5,21.802,856.7884,TG,18:1e_17:1_18:1,53:3e,0,,,
TG(19:0_18:1_18:1) +NH4,C58 H108 O6,21.817,900.8146,TG,19:0_18:1_18:1,55:02:00,0,,,
TG(20:0e_18:2_18:2) +NH4,C59 H108 O5,21.82,896.8197,TG,20:0e_18:2_18:2,56:4e,#REF!,,,
TG(18:1_18:2_21:0) +NH4,C60 H110 O6,21.832,926.8302,TG,18:1_18:2_21:0,57:03:00,#REF!,,,
TG(20:1e_16:1_18:1) +NH4,C57 H106 O5,21.841,870.804,TG,20:1e_16:1_18:1,54:3e,0,,,
TG(19:0_18:1_18:3),C58 H104 O6,21.853,896.7833,TG,19:0_18:1_18:3,55:04:00,#NAME?,,,
TG(18:0_16:0_19:0) +NH4,C56 H108 O6,21.856,876.8146,TG,18:0_16:0_19:0,53:00:00,0,,,
TG(18:0e_16:1_18:1) +NH4,C55 H104 O5,21.858,844.7884,TG,18:0e_16:1_18:1,52:2e,0,,,
TG(16:1_20:1_24:2) +NH4,C63 H114 O6,21.865,966.8615,TG,16:1_20:1_24:2,60:04:00,#REF!,,,
DG(35:1_18:1) +NH4,C56 H106 O5,21.866,858.804,DG,35:1_18:1,53:02:00,0,,,
TG(18:1e_16:0_16:0) +NH4,C53 H102 O5,21.87,818.7727,TG,18:1e_16:0_16:0,50:1e,0,,,
TG(20:4e_16:0_16:0),C55 H100 O5,21.878,840.7571,TG,20:4e_16:0_16:0,52:4e,#NAME?,,,
TG(18:1_18:1_23:0) +NH4,C62 H116 O6,21.911,956.8772,TG,18:1_18:1_23:0,59:02:00,#REF!,,,
TG(18:1_18:2_22:0) +NH4,C61 H112 O6,21.922,940.8459,TG,18:1_18:2_22:0,58:03:00,#REF!,,,
TG(16:0_18:1_21:0) +NH4,C58 H110 O6,21.923,902.8302,TG,16:0_18:1_21:0,55:01:00,0,,,
TG(20:0_18:1_18:1) +NH4,C59 H110 O6,21.923,914.8302,TG,20:0_18:1_18:1,56:02:00,0,,,
TG(16:0_18:1_22:0) +NH4,C59 H112 O6,21.929,916.8459,TG,16:0_18:1_22:0,56:01:00,0,,,
TG(20:1e_18:1_18:2) +NH4,C59 H108 O5,21.93,896.8197,TG,20:1e_18:1_18:2,56:4e,0,,,
TG(20:0_16:0_18:1) +NH4,C57 H108 O6,21.949,888.8146,TG,20:0_16:0_18:1,54:01:00,0,,,
TG(16:0_18:1_23:0) +NH4,C60 H114 O6,21.952,930.8615,TG,16:0_18:1_23:0,57:01:00,#REF!,,,
TG(16:2_21:0_23:0) +NH4,C63 H118 O6,21.955,970.8928,TG,16:2_21:0_23:0,60:02:00,#REF!,,,
TG(14:0e_21:1_22:6)+NH4,C60 H104 O5,21.962,904.7884,TG,14:0e_21:1_22:6,57:7e,#NAME?,,,
DG(35:1_18:1) +NH4,C56 H106 O5,21.967,858.804,DG,35:1_18:1,53:02:00,0,,,
TG(18:0_16:0_18:0) +NH4,C55 H106 O6,21.978,862.7989,TG,18:0_16:0_18:0,52:00:00,0,,,
TG(26:1_18:1_18:3) +NH4,C65 H116 O6,21.987,992.8772,TG,26:1_18:1_18:3,62:05:00,#REF!,,,
TG(20:0e_17:1_18:2) +NH4,C58 H108 O5,21.992,884.8197,TG,20:0e_17:1_18:2,55:3e,0,,,
DG(35:1_16:0) +NH4,C54 H104 O5,22,832.7884,DG,35:1_16:0,51:01:00,0,,,
TG(25:1_16:1_18:1) +NH4,C62 H114 O6,22.009,954.8615,TG,25:1_16:1_18:1,59:03:00,#REF!,,,
TG(25:1_18:1_18:2) +NH4,C64 H116 O6,22.021,980.8772,TG,25:1_18:1_18:2,61:04:00,#REF!,,,
TG(16:0_18:1_23:1) +NH4,C60 H112 O6,22.037,928.8459,TG,16:0_18:1_23:1,57:02:00,#REF!,,,
TG(18:2e_19:0_19:1) +NH4,C59 H110 O5,22.041,898.8353,TG,18:2e_19:0_19:1,56:3e,0,,,
TG(16:0_18:1_21:0) +NH4,C58 H110 O6,22.071,902.8302,TG,16:0_18:1_21:0,55:01:00,0,,,
TG(20:1e_16:0_18:1) +NH4,C57 H108 O5,22.084,872.8197,TG,20:1e_16:0_18:1,54:2e,0,,,
TG(26:1_18:1_18:2) +NH4,C65 H118 O6,22.094,994.8928,TG,26:1_18:1_18:2,62:04:00,#REF!,,,
TG(26:1_16:1_18:1) +NH4,C63 H116 O6,22.106,968.8772,TG,26:1_16:1_18:1,60:03:00,#REF!,,,
TG(18:0_16:0_19:0) +NH4,C56 H108 O6,22.107,876.8146,TG,18:0_16:0_19:0,53:00:00,0,,,
TG(18:0e_16:0_18:1) +NH4,C55 H106 O5,22.119,846.804,TG,18:0e_16:0_18:1,52:1e,0,,,
TG(20:0e_16:1_19:0) +NH4,C58 H112 O5,22.14,888.851,TG,20:0e_16:1_19:0,55:1e,0,,,
TG(18:0e_16:0_16:0) +NH4,C53 H104 O5,22.154,820.7884,TG,18:0e_16:0_16:0,50:0e,0,,,
TG(16:0_18:1_24:1) +NH4,C61 H114 O6,22.171,942.8615,TG,16:0_18:1_24:1,58:02:00,#REF!,,,
TG(29:0_11:3_18:1)+NH4,C61 H110 O6,22.189,938.8302,TG,29:0_11:3_18:1,58:04:00,#NAME?,,,
TG(18:0_18:1_20:0) +NH4,C59 H112 O6,22.204,916.8459,TG,18:0_18:1_20:0,56:01:00,0,,,
TG(20:0e_17:1_18:1) +NH4,C58 H110 O5,22.219,886.8353,TG,20:0e_17:1_18:1,55:2e,0,,,
TG(25:1_18:1_18:1) +NH4,C64 H118 O6,22.22,982.8928,TG,25:1_18:1_18:1,61:03:00,#REF!,,,
TG(16:0_18:1_23:0) +NH4,C60 H114 O6,22.223,930.8615,TG,16:0_18:1_23:0,57:01:00,0,,,
TG(18:0e_17:0_18:1) +NH4,C56 H108 O5,22.235,860.8197,TG,18:0e_17:0_18:1,53:1e,0,,,
TG(25:1_16:0_18:1) +NH4,C62 H116 O6,22.235,956.8772,TG,25:1_16:0_18:1,59:02:00,#REF!,,,
TG(18:0_16:0_20:0) +NH4,C57 H110 O6,22.239,890.8302,TG,18:0_16:0_20:0,54:00:00,0,,,
TG(20:0_18:1_21:0) +NH4,C62 H118 O6,22.239,958.8928,TG,20:0_18:1_21:0,59:01:00,#REF!,,,
TG(26:0_18:1_18:3) +NH4,C65 H118 O6,22.285,994.8928,TG,26:0_18:1_18:3,62:04:00,#REF!,,,
TG(28:1_18:1_18:2) +NH4,C67 H122 O6,22.31,1022.9241,TG,28:1_18:1_18:2,64:04:00,#REF!,,,
TG(26:1_18:1_20:4)+NH4,C67 H118 O6,22.331,1018.8928,TG,26:1_18:1_20:4,64:06:00,#NAME?,,,
TG(26:0_18:1_18:2) +NH4,C65 H120 O6,22.336,996.9085,TG,26:0_18:1_18:2,62:03:00,#REF!,,,
TG(28:0_16:1_18:1) +NH4,C65 H122 O6,22.338,998.9241,TG,28:0_16:1_18:1,62:02:00,#REF!,,,
TG(18:2e_19:0_19:0) +NH4,C59 H112 O5,22.342,900.851,TG,18:2e_19:0_19:0,56:2e,0,,,
TG(16:0_18:1_23:0) +NH4,C60 H114 O6,22.352,930.8615,TG,16:0_18:1_23:0,57:01:00,0,,,
TG(16:1e_19:0_19:0) +NH4,C57 H110 O5,22.377,874.8353,TG,16:1e_19:0_19:0,54:1e,0,,,
TG(18:0e_18:1_19:0) +NH4,C58 H112 O5,22.422,888.851,TG,18:0e_18:1_19:0,55:1e,0,,,
TG(27:0_16:1_18:1) +NH4,C64 H120 O6,22.422,984.9085,TG,27:0_16:1_18:1,61:02:00,#REF!,,,
TG(18:0e_16:0_18:0) +NH4,C55 H108 O5,22.424,848.8197,TG,18:0e_16:0_18:0,52:0e,0,,,
TG(25:0_16:0_18:1) +NH4,C62 H118 O6,22.427,958.8928,TG,25:0_16:0_18:1,59:01:00,0,,,
TG(26:1_16:0_18:1) +NH4,C63 H118 O6,22.447,970.8928,TG,26:1_16:0_18:1,60:02:00,#REF!,,,
TG(26:0_18:1_18:2) +NH4,C65 H120 O6,22.466,996.9085,TG,26:0_18:1_18:2,62:03:00,#REF!,,,
TG(27:1_18:1_18:1) +NH4,C66 H122 O6,22.48,1010.9241,TG,27:1_18:1_18:1,63:03:00,#REF!,,,
TG(26:0_16:0_18:1) +NH4,C63 H120 O6,22.487,972.9085,TG,26:0_16:0_18:1,60:01:00,#REF!,,,
TG(16:0_18:1_24:0) +NH4,C61 H116 O6,22.491,944.8772,TG,16:0_18:1_24:0,58:01:00,0,,,
TG(26:0_14:0_16:0) +NH4,C59 H114 O6,22.524,918.8615,TG,26:0_14:0_16:0,56:00:00,0,,,
TG(30:0_22:5_24:1)+NH4,C79 H142 O6,22.524,1187.0806,TG,30:0_22:5_24:1,76:06:00,#NAME?,,,
TG(29:0_22:5_23:0)+NH4,C77 H140 O6,22.539,1161.065,TG,29:0_22:5_23:0,74:05:00,#NAME?,,,
TG(28:0_16:1_18:1) +NH4,C65 H122 O6,22.543,998.9241,TG,28:0_16:1_18:1,62:02:00,#REF!,,,
TG(29:0_16:0_16:1) +NH4,C64 H122 O6,22.549,986.9241,TG,29:0_16:0_16:1,61:01:00,#REF!,,,
TG(27:0_16:1_18:1) +NH4,C64 H120 O6,22.556,984.9085,TG,27:0_16:1_18:1,61:02:00,#REF!,,,
TG(28:0_18:1_18:3) +NH4,C67 H122 O6,22.562,1022.9241,TG,28:0_18:1_18:3,64:04:00,#REF!,,,
TG(18:1_24:1_24:2) +NH4,C69 H126 O6,22.563,1050.9554,TG,18:1_24:1_24:2,66:04:00,#REF!,,,
TG(20:1e_18:1_20:0) +NH4,C61 H116 O5,22.599,928.8823,TG,20:1e_18:1_20:0,58:2e,0,,,
